Name,SMILE
00103001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(C)COC2)C3=O)C[C@@H]1C
00104001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C2COC2)C3=O)C[C@@H]1C
00105001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COC2)C3=O)C[C@@H]1C
00106001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@H]2CCCO2)C3=O)C[C@@H]1C
00107001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2CCCO2)C3=O)C[C@@H]1C
00108001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2CCOCC2)C3=O)C[C@@H]1C
00109001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@@H]1C
00110001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2CCO2)C3=O)C[C@@H]1C
00115001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CCC2COC2)C3=O)C[C@@H]1C
00120001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@@H]2COCCO2)C3=O)C[C@@H]1C
00121001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C[C@H]2COCCO2)C3=O)C[C@@H]1C
00122001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(F)CCOCC2)C3=O)C[C@@H]1C
00123001.cdx,CO[C@H]1[C@H](C)C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(Cc2ccncn2)C3=O)C[C@@H]1C
00125001.cdx,CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1OC
00126001.cdx,CO[C@H]1CC[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2COCCO2)C3=O)C[C@@H]1C
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-(cyclopropylethynyl)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#CC4CC4)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-((trimethylsilyl)ethynyl)pyrazin-2-yl)vinyl)phenyl)-N,5-dimethyl-2-thia-4- azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#C[Si](C)(C)C)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-ethynylpyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",C#Cc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(4-cyanophenyl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cc3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanopyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#N)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanopyrimidin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ncc(C#N)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(6-cyanopyridin-3-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)nc3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(4-cyano-2-fluorophenyl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cc3F)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(2-cyanopyrimidin-5-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#N)nc3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(6-cyanopyridazin-3-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)nn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-chloropyridin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-methyl 3-amino-5-(5-((Z)-2-(5-chloropyridin-2-yl)-2-fluorovinyl)-2-fluoropyridin-3-yl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxylate",COC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)cnc1F)N=C(N)S2
"(1S,5S,6S)-methyl 3-amino-5-(5-((E)-2-(5-chloropyridin-2-yl)-2-fluorovinyl)-2-fluoropyridin-3-yl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxylate",COC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(/F)c3ccc(Cl)cn3)cnc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-chloropyridin-2-yl)-2-fluorovinyl)-2-fluoropyridin-3-yl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(Cl)cn3)cnc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((E)-2-(5-chloropyridin-2-yl)-2-fluorovinyl)-2-fluoropyridin-3-yl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(/F)c3ccc(Cl)cn3)cnc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanopyridin-2-yl)-2-fluorovinyl)-2-fluoropyridin-3-yl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)cnc1F)N=C(N)S2
"6-((Z)-2-(5-((1S,5S,6S)-3-amino-1-((R)-3-fluoropyrrolidine-1-carbonyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-6-fluoropyridin-3-yl)-1-fluorovinyl)nicotinonitrile",C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)cnc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](F)C3)C[C@H]21
"6-((Z)-2-(5-((1S,5S,6S)-3-amino-1-((S)-3-fluoropyrrolidine-1-carbonyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-6-fluoropyridin-3-yl)-1-fluorovinyl)nicotinonitrile",C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)cnc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](F)C3)C[C@H]21
"6-((Z)-2-(5-((1S,5S,6S)-3-amino-5-methyl-1-(morpholine-4-carbonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-6-fluoropyridin-3-yl)-1-fluorovinyl)nicotinonitrile",C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)cnc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21
,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C(F)=C/c3ccc(Cl)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(4-cyanophenyl)-1-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C(F)=C/c3ccc(C#N)cc3)ccc1F)N=C(N)S2
"5-((Z)-2-(3-((1S,5S,6S)-3-amino-5-methyl-1-(morpholine-4-carbonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-4-fluorophenyl)-1-fluorovinyl)pyrazine-2-carbonitrile",C[C@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21
"5-((Z)-2-(3-((1S,5S,6S)-3-amino-5-methyl-1-(piperidine-1-carbonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-4-fluorophenyl)-1-fluorovinyl)pyrazine-2-carbonitrile",C[C@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCCC3)C[C@H]21
"5-((Z)-2-(3-((1S,5S,6S)-3-amino-1-((S)-3-fluoropyrrolidine-1-carbonyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-4-fluorophenyl)-1-fluorovinyl)pyrazine-2-carbonitrile",C[C@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](F)C3)C[C@H]21
"5-((Z)-2-(3-((1S,5S,6S)-3-amino-1-((R)-3-fluoropyrrolidine-1-carbonyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-4-fluorophenyl)-1-fluorovinyl)pyrazine-2-carbonitrile",C[C@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](F)C3)C[C@H]21
"5-((Z)-2-(3-((1S,5S,6S)-3-amino-5-methyl-1-(pyrrolidine-1-carbonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-4-fluorophenyl)-1-fluorovinyl)pyrazine-2-carbonitrile",C[C@]1(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC3)C[C@H]21
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-ethynylpyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",C#Cc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((E)-2-fluoro-2-iodovinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)I)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-4-phenylbut-1-en-3-yn-1-yl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)C#Cc3ccccc3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluorovinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C\F)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoropent-1-en-3-yn-1-yl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CC#C/C(F)=C/c1ccc(F)c([C@@]2(C)N=C(N)S[C@@]3(C(=O)N(C)C)C[C@H]32)c1
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(2-methoxyethoxy)pyrazin-2-yl)vinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",COCCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-(cyclopropylmethoxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC4CC4)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(oxetan-3-ylmethoxy)pyrazin-2-yl)vinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC4COC4)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-(2,2-difluoroethoxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC(F)F)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(((S)-1-methoxypropan-2-yl)oxy)pyrazin-2-yl)vinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",COC[C@H](C)Oc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-((2,2-difluorocyclopropyl)methoxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC4CC4(F)F)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-((5-methyl-1,3,4-oxadiazol-2-yl)methoxy)pyrazin-2-yl)vinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",Cc1nnc(COc2cnc(/C(F)=C/c3ccc(F)c([C@@]4(C)N=C(N)S[C@@]5(C(=O)N(C)C)C[C@H]54)c3)cn2)o1
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-((3-methyl-1,2,4-oxadiazol-5-yl)methoxy)pyrazin-2-yl)vinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",Cc1noc(COc2cnc(/C(F)=C/c3ccc(F)c([C@@]4(C)N=C(N)S[C@@]5(C(=O)N(C)C)C[C@H]54)c3)cn2)n1
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-((3-methylisoxazol-5-yl)methoxy)pyrazin-2-yl)vinyl)phenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",Cc1cc(COc2cnc(/C(F)=C/c3ccc(F)c([C@@]4(C)N=C(N)S[C@@]5(C(=O)N(C)C)C[C@H]54)c3)cn2)on1
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanothiazol-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ncc(C#N)s3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanothiophen-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)s3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(4-cyanophenyl)-1-fluorovinyl)-2-fluorophenyl)-N,N,5-trimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C(F)=C/c3ccc(C#N)cc3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanopyridin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanopyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#N)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(trifluoromethyl)pyridin-2-yl)vinyl)phenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C(F)(F)F)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyano-3-methylpyridin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ncc(C#N)cc3C)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(oxazol-5-ylmethoxy)pyrazin-2-yl)vinyl)phenyl)-N,5-dimethyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCc4cnco4)cn3)ccc1F)N=C(N)S2
"(1R,5S,6S)-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(prop-2-yn-1-yloxy)pyrazin-2-yl)vinyl)phenyl)-5-methyl-1-(methylsulfonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-3-amine",C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1
"(1R,5S,6S)-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-((5-methyl-1,3,4-oxadiazol-2-yl)methoxy)pyrazin-2-yl)vinyl)phenyl)-5-methyl-1-(methylsulfonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-3-amine",Cc1nnc(COc2cnc(/C(F)=C/c3ccc(F)c([C@@]4(C)N=C(N)S[C@@]5(S(C)(=O)=O)C[C@H]54)c3)cn2)o1
"(1R,5S,6S)-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(2,2,2-trifluoroethoxy)pyrazin-2-yl)vinyl)phenyl)-5-methyl-1-(methylsulfonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-3-amine",C[C@]1(c2cc(/C=C(\F)c3cnc(OCC(F)(F)F)cn3)ccc2F)N=C(N)S[C@@]2(S(C)(=O)=O)C[C@H]21
"(1R,5S,6S)-5-(5-((Z)-2-(5-chloropyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-1-(methylsulfonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-3-amine",C[C@]1(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)N=C(N)S[C@@]2(S(C)(=O)=O)C[C@H]21
"(1R,5S,6S)-5-(5-((Z)-2-(5-(but-2-yn-1-yloxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-1-(methylsulfonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-3-amine",CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1
"(1R,5S,6S)-5-(5-((Z)-2-(5-((S)-but-3-yn-2-yloxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-1-(methylsulfonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-3-amine",C#C[C@H](C)Oc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1
"6-((Z)-2-(3-((1R,5S,6S)-3-amino-5-methyl-1-(methylsulfonyl)-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-4-fluorophenyl)-1-fluorovinyl)nicotinonitrile",C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(S(C)(=O)=O)C[C@H]21
"1-((1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(prop-2-yn-1-yloxy)pyrazin-2-yl)vinyl)phenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-1-yl)ethanone",C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(C)=O)C[C@H]43)c2)cn1
"1-((1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-(but-2-yn-1-yloxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-1-yl)ethanone",CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(C)=O)C[C@H]43)c2)cn1
"1-((1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(2,2,2-trifluoroethoxy)pyrazin-2-yl)vinyl)phenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-1-yl)ethanone",CC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC(F)(F)F)cn3)ccc1F)N=C(N)S2
"1-((1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-((S)-but-3-yn-2-yloxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-1-yl)ethanone",C#C[C@H](C)Oc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(C)=O)C[C@H]43)c2)cn1
"6-((Z)-2-(3-((1S,5S,6S)-1-acetyl-3-amino-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-en-5-yl)-4-fluorophenyl)-1-fluorovinyl)nicotinonitrile",CC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(prop-2-yn-1-yloxy)pyrazin-2-yl)vinyl)phenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(N)=O)C[C@H]43)c2)cn1
"(1S,5S,6S)-3-amino-5-(2-fluoro-5-((Z)-2-fluoro-2-(5-(prop-2-yn-1-yloxy)pyrazin-2-yl)vinyl)phenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carbonitrile",C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-(but-2-yn-1-yloxy)pyrazin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(N)=O)C[C@H]43)c2)cn1
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-chloropyridin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",C[C@]1(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)N=C(N)S[C@@]2(C(N)=O)C[C@H]21
"(1S,5S,6S)-3-amino-5-(5-((Z)-2-(5-cyanopyridin-2-yl)-2-fluorovinyl)-2-fluorophenyl)-5-methyl-2-thia-4-azabicyclo[4.1.0]hept-3-ene-1-carboxamide",C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(N)=O)C[C@H]21
