Name,SMILE
,Cc1ccc(NC(=O)c2cc(NC(=O)CCCC(=O)O)ccc2N2CCOCC2)cc1
,O=C(NCCc1ccccc1)c1cnc2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2c1O
,O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccc(Nc2nc(-c3ccccc3)c3cc(Br)ccc3n2)cc1
,CC(=O)Nc1cc(C(=O)NCc2cc(F)cc(Cl)c2)ccc1Sc1ccc(Cl)cc1
,CCSc1scc(CC)c1C1C(C(=O)Nc2ccc(Br)cn2)=C(C)N=C2CC(C)(C)CC(=O)C21
,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)C(NS(=O)(=O)c1cccs1)c1ccccc1
,Cc1cccc(N(C)S(=O)(=O)c2ccc3ncc(C(=O)NCCN4CCOCC4)c(O)c3c2)c1
,Cc1ccc(C(=O)Nc2cccc(NC(=O)C[n+]3cccc(C(=O)NCCc4ccccc4)c3)c2)cc1
3c,O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12
,Cc1c(CC(=O)N[C@H](CCCNC(N)=O)C(=O)O)c(=O)oc2cc(O)ccc12
,Cc1cc(O)c2c(C)c(CC(=O)N[C@H](CCCNC(N)=O)C(=O)O)c(=O)oc2c1
3e,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cccc2ccccc12
,COc1cc(CN=Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc(Br)c1O
,Cc1cc(Br)c(Nc2nc(CN3CCOCC3)nc(N=NCc3cc(I)cc(C)c3O)n2)cc1Cl
,Cc1ccc(C(=O)Nc2cccc(NC(=O)C[n+]3ccccc3)c2)cc1
11d,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cc2ccccc2oc1=O
,C=CN(C=C)C(=O)c1cc(OCC(=O)NCCCCCN)cc(C(=O)N[C@H](C)c2ccccc2)c1
10,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
12,CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1
13,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)C)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
,NNC(=O)CN1C(CN2CCOCC2)=Nc2ccc(Br)cc2C1c1ccccc1
,O=C(NCCc1ccc(Cl)cc1)C1CCC(CNc2[nH]c(=S)nc3ccccc23)CC1
,NC(=O)c1ccc[n+](CC(=O)Nc2cccc(C(=O)Nc3ccc(Cl)cc3)c2)c1
,COc1ccc(-n2nc(C(=O)NCC(=O)Nc3cccc(C)n3)c3ccccc3c2=O)cc1Cl
11,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3nc(-c4ccc(C(C)C)cc4)cs3)cc2)n1
,NC(=O)c1ccc[n+](CC(=O)Nc2cccc(NC(=O)c3ccccc3)c2)c1
,COc1ccc(NC(=O)c2cccc(NC(=O)C[n+]3cccc(C(N)=O)c3)c2)cc1
  4      ,C[C@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccccc1
1,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
,CCOc1cc(C2C(C(=O)OCc3ccccc3)=C(C)N=C3CC(C)(C)CC(=O)C32)cc(Br)c1O
,CSc1ccc(C(O)C(CO)NC(=O)c2cc3c(n(-c4ccc(Cl)cc4)c2=O)CC(C)(C)CC3=O)cc1
,CCN1CCN(CCNC(=O)c2ccc3c(=O)n(Cc4ccc(Cl)cc4)c(=S)[nH]c3c2)CC1
3d,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cccc2ccccc12
,Oc1ccc(-c2ccccc2)cc1CN1CCN(Cc2cc(-c3ccccc3)ccc2O)CC1
10a,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCOCC3)c(=O)oc12
9e,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cc2ccccc2oc1=O
       2,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(-c2ccccc2C#N)c1)c1ccccc1
,CC(NC(=O)NCCNC(=O)NC(C)C(=O)O)C(=O)O
,CCOc1cc(C=NNC(=O)COc2ccc(C)cc2)cc(I)c1O
,CC(C)(C)OC(=O)NC(CC(=O)OCc1ccccc1)C(=O)NC(COCc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
,COc1cccc(C(=O)OCC(=O)NCc2ccc(Cl)cc2Cl)c1O
,COc1cc(/C=N\NC(=O)c2ccccc2OCCOc2ccccc2)cc(Br)c1O
,O=C(Nc1ccccc1C(=O)NCC(O)CNC(=O)c1ccccc1NC(=O)c1ccccc1)c1ccccc1
,O=C(O)c1cc(-c2ccc(CN=Nc3nc(Nc4ccc(F)cc4)nc(N4CCCCC4)n3)o2)ccc1O
,Cc1ccc(Nc2nc(CN3CCOCC3)nc(N=NCc3cc(Br)cc(Br)c3O)n2)cc1
,Oc1c(Cl)cc(Cl)cc1CN=Nc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1
,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(C(=O)CCCCC2SCCS2)CC1)c1cccc2ccccc12
,COc1cc(CN=Nc2nc(Nc3ccc(F)cc3)nc(N3CCCCC3)n2)ccc1OCC(=O)O
,CCCCc1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(Cl)cc2)cc1
,COc1cc2[nH]c(=O)n(Cc3ccc(C(=O)NCc4ccc(C)cc4)cc3)c(=O)c2cc1OC
,CCc1ccc(N2C(=O)Nc3ccc(Br)cc3C2(O)C(=O)NCC(C)CN2CCC(C)CC2)cc1
,CN(C)CCNC(=O)c1cnc2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2c1O
,Oc1c(I)cc(I)cc1CN=Nc1nc(Nc2cccc3ccccc23)nc(N2CCOCC2)n1
,CN(C)c1nc(N=NCc2cc(I)cc(I)c2O)nc(N2CCOCC2)n1
,Clc1ccc(CN=Nc2nc(NCc3ccc(Cl)cc3)nc(N3CCOCC3)n2)cc1
,O=C(NCc1ccc(F)cc1)c1ccc(N2CC3CC(C2)c2cccc(=O)n2C3)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
,O=C(NCc1ccccc1)c1ccc(N2CC3CC(C2)c2cccc(=O)n2C3)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
,O=C(NCc1ccc(Cl)cc1)c1ccc(N2CC3CC(C2)c2cccc(=O)n2C3)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
4d,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cccc2ccccc12
5b,CCOC(=O)CN1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cccc3ccccc23)CC1
5c,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CCCCCN2C(=O)c3ccccc3C2=O)CC1)c1cccc2ccccc12
,Cc1ccc(CNC(=O)c2ccc(N3CC4CC(C3)c3cccc(=O)n3C4)c(NS(=O)(=O)c3ccc4c(c3)OCCO4)c2)cc1
,O=C(NCc1ccccc1Cl)c1ccc(N2CC3CC(C2)c2cccc(=O)n2C3)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
4c,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12
9,C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)c1ccc(F)cc1
5f,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CC[C@@H](O)c2ccccc2)CC1)c1cccc2ccccc12
5d,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CC[C@H](O)c2ccccc2)CC1)c1cccc2ccccc12
,CC1CCN(S(=O)(=O)c2ccc3[nH]c(=O)cc(C(=O)NCCCN4CCCC4)c3c2)CC1
10d,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCNCC3)c(=O)oc12
,O=C(NCCc1ccc(Cl)cc1)c1ccc(Cn2c(=S)[nH]c3ccc(N4CCOCC4)cc3c2=O)cc1
9b,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc3ccccc3oc2=O)CC1
,O=C1CSC(c2ccc(Cl)cc2)N1Nc1nc(Nc2ccccc2)nc(N2CCCCC2)n1
,CCN1CCCC1CNC(=O)c1ccc2c(=O)n(Cc3cccc(Br)c3)c(=S)[nH]c2c1
,Clc1nc(NCCN2CCOCC2)nc(NCc2ccc(I)cc2)n1
,O=C(NCc1ccccc1)c1cnc2ccc(S(=O)(=O)NC3CCCCNC3=O)cc2c1O
3b,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cccc3ccccc23)CC1
,Cc1ccc(C)c(Nc2nc(N=NCc3cc(Br)c(O)c(Br)c3C)nc(N3CCOCC3)n2)c1
,O=C(CC1Sc2ccccc2NC1=O)Nc1ccccc1SC(F)(F)C(F)(F)C(F)(F)F
,CCOc1nc(NCCN2CCOCC2)nc(NNc2ccc(I)cc2C)n1
9a,O=C(Nc1cc(Br)ccc1N1CCOCC1)c1cc2ccccc2oc1=O
,Oc1c(I)cc(I)cc1CN=Nc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1
10e,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(CCO)CC3)c(=O)oc12
,O=C(O)CCCNC(=O)CCCCC(=O)C(c1ccccc1)c1ccccc1
,Cc1ccc(Nc2nc(N=NCc3ccc(Cl)c(Cl)c3)nc(N3CCOCC3)n2)c(Cl)c1
,CCOC(=O)C(Cc1ccc(O)cc1)NS(=O)(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O
,Cc1ccc(Nc2nc(N=NCc3cccc(Br)c3)nc(N3CCOCC3)n2)cc1
,CCc1ccc(Sc2c(N)c3c(c(N)c2Sc2ccc(CC)cc2)C(=O)c2ccccc2C3=O)cc1
,Clc1ccc(CN=Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1Cl
,NS(=O)(=O)c1ccc(NC(=O)CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)cc1
,COc1nc(NCCN2CCOCC2)nc(Nc2ccc(I)cc2)n1
,COc1ccc(OC)c(/N=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccc(Cl)cc2)c1
,Cc1ccc(Nc2nc(N=NCc3cc(Br)cc(Br)c3O)nc(N3CCOCC3)n2)cc1Cl
5a,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CCO)CC1)c1cccc2ccccc12
,Cc1ccc(C)c(Nc2nc(N=NCc3cc(Br)cc(Br)c3O)nc(N3CCOCC3)n2)c1
11c,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O
,Oc1c(Br)cc(CN=Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1Br
3a,O=C(Nc1cc(Br)ccc1N1CCOCC1)c1cccc2ccccc12
,O=C(CN1CCN(Cc2ccccc2)CC1)NN=Cc1cc(I)cc(I)c1O
,CCc1ccc(N2C(=O)Nc3ccc(Br)cc3C2(O)C(=O)NCc2ccccc2)cc1
01075001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O
01076001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C(C)C)cc1C21N=C(N)N(C(C)C)C1=O
01077001.cdx,CCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2
01078001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C)C1=O
01079001.cdx,CCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2
01080001.cdx,CCCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2
01081001.cdx,COc1ccc(COc2ccc3c(c2)C2(N=C(N)N(C)C2=O)[C@]2(CC[C@H](OC)CC2)C3)cc1
01082001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OC(C)C)cc1C21N=C(N)N(C)C1=O
01083001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(C(C)C)C1=O
01084001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C3CCCC3)cc1C21N=C(N)N(C(C)C)C1=O
01085001.cdx,CCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2
01086001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)(C)C)cc1C21N=C(N)N(C(C)C)C1=O
01087001.cdx,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)[C@]2(CC[C@H](OC(C)C)CC2)C3)c1
01088001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)F)C1=O
01089001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O
01090001.cdx,COCCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1
01091001.cdx,CCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1
01078001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C)C1=O
01093001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCc3ccccc3)cc1C21N=C(N)N(C)O1
01094001.cdx,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)[C@]2(CC[C@](C)(O)CC2)C3)c1
01095001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(OCC(F)(F)F)cc1C21N=C(N)N(C)O1
01097001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)O)C1=O
01098001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncco3)cc1C21N=C(N)N(CCF)C1=O
01099001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3nccs3)cc1C21N=C(N)N(CCF)C1=O
01100001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C(C)C)C1=O
01101001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncc(C)s3)cc1C21N=C(N)N(CC(F)(F)F)C1=O
01102001.cdx,COCCN1C(=O)C2(N=C1N)c1cc(OC(F)F)ccc1C[C@]21CC[C@@H](OC)CC1
01103001.cdx,COCCN1C(=O)C2(N=C1N)c1cc(C3CC3)ccc1C[C@]21CC[C@@H](OC)CC1
01104001.cdx,COCCN1C(=O)C2(N=C1N)c1cc(Cl)ccc1C[C@]21CC[C@@H](OC)CC1
01105001.cdx,COCCO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)C1=O
01106001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21CC(C)(C)SC(N)=N1
01107001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(CC(F)F)C1=O
01108001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(N)=O)C1=O
01109001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)OC(C)C)C1=O
01110001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CCC(=O)OC(C)C)C1=O
01111001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2nnc(C)s2)C1=O
01112001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)O1
01113001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(C)O1
01114001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc(C)nc3)cc1C21CC(=N)N(C(C)C)C1=O
01115001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(N3CCCC3=O)cc1C21N=C(N)N(C)C1=O
01116001.cdx,COCCOc1ccc2c(c1)C1(CC(=N)N(CC(F)(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2
01117001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CCF)C1=O
01118001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CC(F)(F)F)C1=O
01119001.cdx,CN1C(=O)C2(N=C1N)c1cc(CCC3CC3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1
01120001.cdx,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1
01121001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2ccnnc2)C1=O
01122001.cdx,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O
01123001.cdx,CN1C(=O)[C@@]2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1
01124001.cdx,CN1C(=O)[C@]2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1
01125001.cdx,CN1C(=O)[C@]2(N=C1N)c1cc(C#N)ccc1CC21CCc2ccccc2CC1
5,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccc(F)cc1
,CCCCCCc1nc2ccccc2c(=O)n1NC(O)c1c(O)c2cccc3c2n(c1=O)CCC3
,CCN1CCCC1CNC(=O)c1ccc2c(=O)n(Cc3ccc(Cl)cc3)c(=S)[nH]c2c1
,CC(C)C(NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)C(=O)O
5d,NCCCCCN1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cccc3ccccc23)CC1
,COc1ccc(C(=O)Nc2ccccc2C(=O)NC(CCSC)C(=O)NNC(=O)Sc2nc3ccccc3s2)cc1
,Cc1oc(-c2ccccc2)cc1C(=O)NCC(=O)NC(C(=O)O)C(C)C
,CCCc1cc(=O)oc2cc(OCC(=O)NCC(=O)NCC(=O)O)ccc12
10c,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(Cc4ccccc4)CC3)c(=O)oc12
,FC(F)(Cl)Oc1ccc(Nc2nc(NCc3ccccc3)nc(N3CCCCC3)n2)cc1
,Oc1c(I)cc(I)cc1CN=Nc1nc(NCc2ccccc2)nc(N2CCOCC2)n1
,Clc1ccc(CN=Nc2nc(Nc3cccc(Br)c3)nc(N3CCOCC3)n2)cc1
,CCSc1sc(CC)cc1C1C(C(=O)Nc2ccc(C)cn2)=C(C)N=C2CC(C)(C)CC(=O)C21
9d,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cc2ccccc2oc1=O
10b,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(C(=O)OC(C)(C)C)CC3)c(=O)oc12
15,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(=O)(=O)N(C)C)c1)c1ccccc1
14,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1
3,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccccc1
,NS(=O)(=O)c1ccc(CCNC(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CCCC4)cc1
,CC1CCCCN1CCNC(=O)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCCC3)cc12
6a,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(C(=O)c2ccccc2)CC1)c1cccc2ccccc12
9c,O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O
,O=C(O)c1cccc(-c2ccc(CN=Nc3nc(Nc4ccccc4)nc(N4CCCCC4)n3)o2)c1
,O=C(O)c1cc(-c2ccc(CN=Nc3nc(Nc4ccc(F)cc4)nc(N4CCOCC4)n3)o2)ccc1Cl
,O=C(O)c1cc(-c2ccc(CN=Nc3nc(Nc4ccccc4)nc(N4CCCCC4)n3)o2)ccc1Cl
 ,C=CCn1c(SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)nc2sc3c(c2c1=O)CCCC3
,COc1ccc(NC(=O)c2cccc(NC(=O)C[n+]3ccccc3)c2)cc1
,O=C(C[n+]1ccccc1)Nc1cccc(C(=O)Nc2ccc(Cl)cc2)c1
,C[C@@]12CC[C@H](O)[C@@H]3COC(=C31)C(=O)c1cc3cccc(O)c3cc12
1,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
,C[C@@]12CC[C@@H](O)[C@@H]3COC(=C31)C(=O)c1cc3c(OCCO)cccc3cc12
,C[C@@]12CC[C@H](O)[C@@H]3COC(=C31)C(=O)c1cc3c(O)cccc3cc12
,C[C@@]12CC[C@H](O)[C@@H]3COC(=C31)C(=O)c1cc3c(OCCO)cccc3cc12
,COc1cccc2cc3c(cc12)[C@]1(C)CC[C@H](O)[C@@H]2COC(=C21)C3=O
,C[C@@]12CCCc3coc(c31)C(=O)c1cc3ccccc3cc12
,C[C@@]12CC[C@@H](O)[C@@H]3COC(=C31)C(=O)c1cc3ccccc3cc12
,C[C@@]12CC[C@H](O)[C@@H]3COC(=C31)C(=O)c1cc3ccccc3cc12
 ,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCCC1
 ,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CCCCC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CCCCC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CCOCC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CCOCC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC(C)(C)c1cccc(C(C)(C)C)c1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(C(C)(C)C)c1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(CF)CF)c2)CC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C(F)F)c2)CC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(c2cccc(C(C)(C)C(F)F)c2)C[C@H]1C
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)CF)c2)CC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(CC(C)(C)C)c2)CC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)ncn2)CCCCC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCC1
,C=C(c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CC2)c1)C(F)(F)F
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CC1
,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CC1
 ,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCOCC1
,CCOc1ccc(NC(=O)CSc2nc3ccc(Nc4nc(N5CCCCC5)nc(N5CCCCC5)n4)cc3s2)cc1
,COc1ccc(OC)c(NC(=O)CSc2nc3ccc(Nc4nc(N5CCCCC5)nc(N5CCCCC5)n4)cc3s2)c1
,COc1ccc(CCNC(=O)CSc2nc3ccc(Nc4nc(N5CCCCC5)nc(N5CCCCC5)n4)cc3s2)cc1OC
,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccccc1
,O=C(CSc1nc2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2s1)N1c2ccccc2CCc2ccccc21
,O=C(CSc1nc2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2s1)Nc1ccccc1
,CCOc1ccc(NC(=O)CSc2nc3ccc(Nc4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3s2)cc1
,Cc1cccc(NC(=O)CSc2nc3ccc(Nc4nc(N5CCCC5)nc(N5CCCC5)n4)cc3s2)c1C
,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCCOc1ccccc1
,O=C(CSc1nc2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2s1)c1ccc(F)cc1
,Cc1cc(C)c(NC(=O)CSc2nc3ccc(Nc4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3s2)c(C)c1
,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)c1ccccc1
,CCOC(=O)CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1
,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)Nc1ccccc1
,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccco1
,O=C(CSc1nc2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2s1)NCc1ccccc1
,O=C(CSc1nc2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2s1)Nc1ccccc1Cl
,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(C)=O
