Name,SMILE
,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1
,Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1
,Clc1cccc(Nc2nccc(-c3cccnc3)n2)c1
,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(F)cc1
,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21
,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1
,COc1cc2c(cc1OC)Nc1ncn(C)c(=O)c1C2
,COc1cc2c(cc1OC)Nc1nc[nH]c(=O)c1C2
,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1
,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1
,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1
,N#Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1
,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1
,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1
,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccncc3)n2)c1
,Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1
,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1
 ,CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1
,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1
,CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1
 ,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1nnn(-c2ccc(F)cc2)c1C(F)(F)F
,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1
,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1
,Nc1ncnc2c1c(-c1cccc(OC[C@@H]3CCCO3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1
,COc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1
,CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1
,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1
 ,CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1
,Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1
,Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cccnc2)n1
,Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1
,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1
,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1
,COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1
,Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
,Cc1ccc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
,O=C(Nc1ccc(Cl)c(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1
,CC1(C)CC[C@@H](COc2cccc(-c3cn([C@H]4C[C@@H](CN5CCC5)C4)c4ncnc(N)c34)c2)O1
,COc1cc2ncnc(/N=N/c3ccc(F)c(Cl)c3)c2cc1OC
,COc1cc2ncnc(Nc3cncc4ccccc34)c2cc1OC
,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC(C)=O
,COc1cc2ncnc(N3CCc4ccccc43)c2cc1OC
,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC
,COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC
,COc1cc2ncnc(Nc3nnc4ccccc4n3)c2cc1OC
,COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC
,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O
,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC
,COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC
,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1
,COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC
,CN1CCN(c2ccc(NC(=O)c3c(NCc4ccccc4)cc[nH]c3=O)cc2)CC1
,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccc[n+]([O-])c2)n1
 ,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccn(C)n3)nc3[nH]ccc23)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)c1
,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)[C@@H](C(F)(F)F)C1
,C=CC(=O)N1CC[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1
,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](C(F)(F)F)C1
,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](F)C1
,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](O)C1
,C=CC(=O)N1C[C@H](CO)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1
,C=CC(=O)N1C[C@H](COC)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1
,C=CC(=O)N1C[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@H](OC)C1
,C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C
,C#CCCn1cc(Nc2nc(OC[C@H]3CN(C(=O)C=C)C[C@@H]3OC)c3c(Cl)c[nH]c3n2)cn1
Tarceva,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1
CI-1033,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
00031001.cdx,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1
,CC(C)(C)C(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\O)C(=O)N2
,CCCCC(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\O)C(=O)N2
,CCCC(=O)Nc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\O)C(=O)N2
"N-[5-(3,5-Difluoro-benzyl)-1H-indazol-3-yl]-4-(4-methyl-piperazin-1-yl)-2-(tetrahydro-pyran-4-ylamino)-benzamide",CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
,CC(NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1)c1cccc(Cl)c1
,Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4c(Cl)cncc4Cl)cc23)ccn1
,C[C@H](c1ccccc1)N1c2cc(-n3c(=O)[nH]c4ncccc43)ccc2C(=O)NC1(C)C
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(C)=O)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(C)C)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(C)(C)C)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)F)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC(F)F)ncc2SC)c1
,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
00037001.cdx,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
00681001.cdx,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1
,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
00031001.cdx,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
00031001.cdx,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
00031001.cdx,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC
,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1
,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OC[C@@H]5CCCO5)c4F)c4c(N)ncnc43)C2)CC1
,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1
,CC(=O)c1cccc(NC(=O)c2cc3ccccc3[nH]2)c1
,CC(=O)c1ccc(NC(=O)c2cc3ccccc3[nH]2)cc1
,O=C(c1ccccc1)c1cccc(NC(=O)c2cc3ccccc3[nH]2)c1
,O=C(c1ccccc1)c1ccc(NC(=O)c2cc3ccccc3[nH]2)cc1
,CC(O)c1cccc(NC(=O)c2cc3ccccc3[nH]2)c1
,CC(O)c1ccc(NC(=O)c2cc3ccccc3[nH]2)cc1
,O=C(Nc1cccc(C(O)c2ccccc2)c1)c1cc2ccccc2[nH]1
,O=C(Nc1ccc(C(O)c2ccccc2)cc1)c1cc2ccccc2[nH]1
,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1
,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1
,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1
,CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1
,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1
,O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCN2CCCCC2)CO1
,O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCCN2CCOCC2)CO1
,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@H]1COC(=O)N1
,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@H]1NC(=O)O[C@@H]1C
,CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@H]1NC(=O)O[C@@H]1C
Iressa,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
 ,CCC(C)C=CC(=O)C(=O)C=CC=C/C=C/C=C/C=C/C=C/[C@@H]1C[C@@H](O)[C@H](C(=O)O)O1
quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
acrylamide-substituted 4-anilinoquinazoline 2,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
,C[S+]([O-])CCCCN=C=S
,S=C=Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
GW572016,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
       ,O=C(O)/C=C/c1ccc(O)c(O)c1
 ,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O
 ,CCOc1cc(/C=C2/CCNC2=O)cc(CSc2ccccc2)c1O
 ,CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O
 ,CSCc1cc(/C=C2\C(=O)Nc3ccccc32)cc(CSC)c1O
,CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c(F)c(F)c(O)c(F)c1F)C(=O)NCC(=O)O
        ,N#CC(C#N)=C1C(=O)Nc2ccccc21
        ,N#CC(C#N)=C1C(=O)Nc2ccc(O)cc21
         ,COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N
            ,N#CC(C#N)=C1C(=O)Nc2cc(O)c(O)cc21
        ,N#CC(C#N)=C1CCc2c1ccc(O)c2O
 ,N#C/C(=C\c1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C(N)=O
        ,N#CC(C#N)=C1CCc2cc(O)c(O)cc21
 ,CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O
        ,CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O
 ,N#C/C(=C/c1cc(Cc2ccccc2)c(O)c(Cc2ccccc2)c1)C(N)=O
 ,N#C/C(=C\c1cc(CSc2ccccc2)c(O)c(OCc2ccccc2)c1)C(N)=O
 ,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O
         ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
         ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1
 ,COc1cc(/C=C/[N+](=O)[O-])ccc1O
         ,N#C/C(=C\c1ccc(O)cc1)C(N)=O
          ,N#CC(=Cc1cc(O)c(O)c(O)c1)C(=N)C(C#N)C#N
 ,C/C(=C\c1ccc(O)c(O)c1)[N+](=O)[O-]
 ,O=[N+]([O-])/C=C/c1ccc(O)c(O)c1
        ,Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1
        ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1
 ,COc1cc(C(C#N)=C(C#N)C#N)cc(OC)c1O
 ,CC(C)(C)OC(=O)NCCNC(=O)c1ccc([S+](=O)([O-])Oc2ccc(C=C[N+](=O)[O-])cc2)cc1
 ,CC(C)NC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
 ,O=C(O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
 ,O=[N+]([O-])/C=C/c1ccc(O)cc1
         ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1
 ,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl
 ,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1
         ,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O
        ,N#CC(=Cc1ccc(O)cc1)C(=N)C(C#N)C#N
        ,COc1cc(C=C(C#N)C(=N)C(C#N)C#N)cc(O)c1O
          ,N#CC(C#N)C(=O)c1cc(O)c(O)c(O)c1
 ,N#CC(C#N)=C(C#N)c1cc(O)cc(O)c1
 ,N#CC(C#N)=C(C#N)c1ccc(O)c(O)c1
 ,O=C(c1ccc2ccccc2c1)[PH](O)(O)O
 ,CC(NC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)NC(C)C(=O)NCCN
 ,COC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O
 ,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc(OC)c2)c1O
 ,COC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
        ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1
          ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl
 ,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O
 ,N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NC1CCCCC1
        ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1
 ,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O
 ,N#C/C(=C\c1cc(O)ccc1O)C(=O)O
        ,N#C/C(=C\c1ccc(O)cc1)C(=O)O
 ,COc1cc(/C=C(\C)[N+](=O)[O-])ccc1O[S+](=O)([O-])c1ccc(C(=O)O)cc1
 ,O=C(O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)c(O)c1
       ,N#CC(=Cc1ccc(O)c(O)c1)C(=N)C(C#N)C#N
 ,COc1cc(/C=C/[N+](=O)[O-])ccc1O[S+](=O)([O-])c1ccc(C(=O)O)cc1
        ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O
 ,N#CC(C#N)=C(C#N)c1cc(O)c(O)c(O)c1
 ,CC(NC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)NC(C)C(=O)OC(C)(C)C
 ,CNC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C(\C)[N+](=O)[O-])cc2OC)cc1
 ,CNC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
         ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1
 ,N#CC(C#N)=C(C#N)c1cccc(O)c1
 ,NCCNC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
 ,C[C@H](NC(=O)c1ccc([S+](=O)([O-])Oc2ccc(C=C[N+](=O)[O-])cc2)cc1)C(=O)N[C@@H](C)C(=O)NCCNC(=O)OC(C)(C)C
 ,CCCCNC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
 ,COc1cc(/C=C/[N+](=O)[O-])ccc1O[S+](=O)([O-])c1ccc(C(=O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)cc1
 ,O=C(O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O
        ,N#CC(C#N)C(=O)c1ccc(O)cc1
       ,N#CC(=Cc1cc(O)c(O)c(Br)c1)C(=N)C(C#N)C#N
 ,Nc1ncnc2c1ncn2C1OC(COC(=O)c2ccc([S+](=O)([O-])Oc3ccc(/C=C/[N+](=O)[O-])cc3)cc2)C(O)C1O
        ,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1
 ,N#CC(C#N)=C(C#N)c1ccc(C=O)cc1
 ,N#CC(C#N)=C(C#N)c1ccc(O)cc1
 ,COc1cc(C(C#N)=C(C#N)C#N)cc(O)c1O
 ,CC(NC(=O)C(C)NC(=O)c1ccc([S+](=O)([O-])Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1)C(=O)O
,COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5ccccc5Cl)nn4)cc3F)ccnc2cc1OCCCN1CCCCC1
 ,COC[C@H]1Oc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2O[C@@H]1COC
 ,COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC
 ,CN(N)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ccnc2cn1
 ,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CC[C@@H](C(N)=O)C1
 ,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CNC(=O)[C@H]1CCCCN1C
 ,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@H](C)C(N)=O
 ,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@@H](C)C(N)=O
butynamide-substituted 4-anilinoquinazoline 1,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
butynamide-substituted 4-anilinoquinazoline 10a,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
acrylamide-substituted 4-anilinoquinazoline 2,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
 ,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3cccc4ccccc34)[nH]c2n1
 ,COc1cc(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)cc(OC)c1OC
 ,CCOc1cc2nccc(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
 ,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)ccnc12
 ,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
 ,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C
 ,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1
 ,C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ccnc2cc1CC
 ,FC(F)(F)c1ccc(-n2cnnc2SCc2nc(COc3c(Cl)cccc3Cl)no2)cc1
GW572016,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
Iressa,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
 ,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC
 ,CCOC(=O)c1ccc(N2CCOCC2)c(NS(=O)(=O)c2cc(Br)c(Cl)s2)c1
,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21
,C#Cc1cccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)c1
,Fc1ccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)cc1Cl
,C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1
,COCC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2
,CCOC(C)Oc1cc2ncnc(Nc3ccc(C)c(C#N)c3)c2c2c1OCCO2
,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2
,CCOC(C)Oc1cc2ncnc(Nc3ccc(C)c([N+](=O)[O-])c3)c2c2c1OCCO2
,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2
,CCOC(C)Oc1cc2ncnc(Nc3ccc(OC)c([N+](=O)[O-])c3)c2c2c1OCCO2
,C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1
,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2
,Cc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1C#N
,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2
,CC(C)Oc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2
,Cc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1[N+](=O)[O-]
,CC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2
,COc1ccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)cc1[N+](=O)[O-]
,C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1
,Fc1ccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)cc1Cl
,COCCOc1cc2ncnc(Nc3ccc(F)c(C#N)c3)c2c2c1OCCO2
,COCCOc1cc2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c2c1OCCO2
,COCCOc1cc2ncnc(Nc3ccc(C)c([N+](=O)[O-])c3)c2c2c1OCCO2
,COCCOc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2
,COCCOc1cc2ncnc(Nc3ccc(OC)c([N+](=O)[O-])c3)c2c2c1OCCO2
,COCCOc1cc2ncnc(Nc3cccc(OC)c3)c2c2c1OCCO2
,COCCOc1cc2ncnc(Nc3ccc(F)cc3)c2c2c1OCCO2
,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c4c(c23)OCCO4)c1
,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2
,CCOc1cc2ncnc(Nc3ccc(C)cc3)c2c2c1OCCO2
,CCOc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2c2c1OCCO2
,CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2c1OCCO2
